Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Luli😁,2021-02-25 20:22:29,00:39:13,,Riverdale: Season 4: Chapter Seventy-Two: To Die For (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:00,Not latest view,BR (Brazil)
Luli😁,2021-02-25 19:41:57,00:39:51,,Riverdale: Season 4: Chapter Seventy-One: How To Get Away With Murder (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:52,Not latest view,BR (Brazil)
Luli😁,2021-02-25 19:09:38,00:24:22,,Riverdale: Season 4: Chapter Seventy: The Ides of March (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:06,Not latest view,BR (Brazil)
Luli😁,2021-02-25 00:38:24,00:08:13,,Riverdale: Season 4: Chapter Sixty-Nine: Men of Honor (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:05,Not latest view,BR (Brazil)
Luli😁,2021-02-25 00:19:13,00:14:55,,Riverdale: Season 4: Chapter Seventy: The Ides of March (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:30:47,Not latest view,BR (Brazil)
Luli😁,2021-02-25 00:18:49,00:00:22,,Riverdale: Season 4: Chapter Seventy-One: How To Get Away With Murder (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:22,Not latest view,BR (Brazil)
Luli😁,2021-02-25 00:14:27,00:02:08,,Riverdale: Season 3: Chapter Thirty-Nine: The Midnight Club (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:34:45,Not latest view,BR (Brazil)
Luli😁,2021-02-25 00:12:04,00:00:35,,Riverdale: Season 3: Chapter Forty: The Great Escape (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:24,Not latest view,BR (Brazil)
Luli😁,2021-02-25 00:10:06,00:00:09,,Riverdale: Season 2: Chapter Thirty-Five: Brave New World (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:02,Not latest view,BR (Brazil)
Luli😁,2021-02-24 22:14:54,00:04:02,,DEATH NOTE: Death Note: Rebirth (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:17,00:21:17,BR (Brazil)
Luli😁,2021-02-24 22:12:05,00:02:40,,DEATH NOTE: Death Note: Confrontation (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:18:08,00:18:08,BR (Brazil)
Luli😁,2021-02-24 21:46:30,00:10:00,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 5: Bachelor/ette Party (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:58,Not latest view,BR (Brazil)
Luli😁,2021-02-24 21:24:55,00:21:02,,Brooklyn Nine-Nine: Season 5: Gray Star Mutual (Episode 18),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,Not latest view,BR (Brazil)
Luli😁,2021-02-24 21:24:33,00:00:18,,Brooklyn Nine-Nine: Season 5: DFW (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:07:22,Not latest view,BR (Brazil)
Luli😁,2021-02-23 19:16:13,00:05:36,,Brooklyn Nine-Nine: Season 5: DFW (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:07:04,Not latest view,BR (Brazil)
Luli😁,2021-02-23 19:14:51,00:01:18,,Brooklyn Nine-Nine: Season 5: The Box (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:18,Not latest view,BR (Brazil)
Luli😁,2021-02-23 19:11:54,00:02:18,,Brooklyn Nine-Nine: Season 5: Safe House (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:32,Not latest view,BR (Brazil)
Luli😁,2021-02-23 18:46:58,00:21:20,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: The Favor (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:36,Not latest view,BR (Brazil)
Luli😁,2021-02-23 18:39:49,00:07:08,,Brooklyn Nine-Nine: Season 5: Game Night (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:37,Not latest view,BR (Brazil)
Luli😁,2021-02-23 15:26:47,00:14:15,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: Game Night (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:14:29,Not latest view,BR (Brazil)
Luli😁,2021-02-23 15:13:16,00:09:04,,Brooklyn Nine-Nine: Season 5: 99 (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:37,Not latest view,BR (Brazil)
Luli😁,2021-02-22 23:27:53,00:11:40,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: 99 (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:12:33,Not latest view,BR (Brazil)
Luli😁,2021-02-22 22:55:00,00:14:05,,Brooklyn Nine-Nine: Season 5: Return to Skyfire (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:39,Not latest view,BR (Brazil)
Luli😁,2021-02-22 21:51:06,00:07:19,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: Return to Skyfire (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:07:34,Not latest view,BR (Brazil)
Luli😁,2021-02-22 21:23:56,00:21:27,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 5: Two Turkeys (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:39,Not latest view,BR (Brazil)
Luli😁,2021-02-22 21:00:33,00:21:36,,Brooklyn Nine-Nine: Season 5: The Venue (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:36,Not latest view,BR (Brazil)
Luli😁,2021-02-22 20:58:52,00:01:37,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 5: Bad Beat (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:52,Not latest view,BR (Brazil)
Luli😁,2021-02-22 20:25:24,00:21:05,,Brooklyn Nine-Nine: Season 5: HalloVeen (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,Not latest view,BR (Brazil)
Luli😁,2021-02-22 20:24:22,00:01:00,,Brooklyn Nine-Nine: Season 4: Halloween IV (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:01,Not latest view,BR (Brazil)
Luli😁,2021-02-22 20:02:21,00:21:27,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: The Night Shift (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,Not latest view,BR (Brazil)
Luli😁,2021-02-22 19:19:26,00:22:10,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 3 (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:55,Not latest view,BR (Brazil)
Luli😁,2021-02-22 18:50:41,00:21:21,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 2 (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:37,Not latest view,BR (Brazil)
Luli😁,2021-02-22 18:29:04,00:20:57,,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 1 (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:37,Not latest view,BR (Brazil)
Luli😁,2021-02-21 23:41:02,00:00:29,,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 1 (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:29,Not latest view,BR (Brazil)
Luli😁,2021-02-21 22:47:22,00:21:24,,Brooklyn Nine-Nine: Season 3: Greg and Larry (Episode 23),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:43,Not latest view,BR (Brazil)
Luli😁,2021-02-21 22:25:56,00:21:20,,Brooklyn Nine-Nine: Season 3: The Bureau (Episode 22),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:38,Not latest view,BR (Brazil)
Luli😁,2021-02-21 22:23:26,00:02:08,,Brooklyn Nine-Nine: Season 3: Karen Peralta (Episode 14),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:25,Not latest view,BR (Brazil)
Luli😁,2021-02-21 22:21:23,00:01:56,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 3: The Cruise (Episode 13),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:24,Not latest view,BR (Brazil)
Luli😁,2021-02-21 21:23:05,00:56:31,Has branched playback; Autoplayed: user action: Unspecified; ,Animals on the Loose: A You vs. Wild Movie,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:19:49,Not latest view,BR (Brazil)
Luli😁,2021-02-21 21:21:55,00:00:21,Has branched playback; ,Animals on the Loose: A You vs. Wild Movie,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:21,Not latest view,BR (Brazil)
Luli😁,2021-02-21 20:16:19,00:19:15,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: The Cruise (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:29,Not latest view,BR (Brazil)
Luli😁,2021-02-21 19:54:54,00:21:19,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: 9 Days (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:37,Not latest view,BR (Brazil)
Luli😁,2021-02-21 19:33:40,00:20:47,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: Hostage Situation (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:03,Not latest view,BR (Brazil)
Luli😁,2021-02-21 19:12:31,00:21:03,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: Yippie Kayak (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,Not latest view,BR (Brazil)
Luli😁,2021-02-21 18:49:42,00:21:30,,Brooklyn Nine-Nine: Season 3: The Swedes (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,Not latest view,BR (Brazil)
Luli😁,2021-02-21 18:49:24,00:00:13,,Brooklyn Nine-Nine: Season 3: Ava (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,Not latest view,BR (Brazil)
Luli😁,2021-02-21 03:26:40,00:19:25,,Brooklyn Nine-Nine: Season 3: Ava (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:17,Not latest view,BR (Brazil)
Luli😁,2021-02-21 03:26:01,00:00:36,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: Halloween Part III (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:37,Not latest view,BR (Brazil)
Luli😁,2021-02-21 03:04:35,00:21:07,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: The Oolong Slayer (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:23,Not latest view,BR (Brazil)
Luli😁,2021-02-21 02:48:30,00:06:03,,Brooklyn Nine-Nine: Season 3: Boyle's Hunch (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:34,Not latest view,BR (Brazil)
Luli😁,2021-02-21 01:59:53,00:15:50,,Brooklyn Nine-Nine: Season 3: Boyle's Hunch (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:15:50,Not latest view,BR (Brazil)
Luli😁,2021-02-21 01:59:41,00:00:09,,Brooklyn Nine-Nine: Season 3: New Captain (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:22,Not latest view,BR (Brazil)
Luli😁,2021-02-21 01:37:35,00:21:31,,Brooklyn Nine-Nine: Season 2: Johnny and Dora (Episode 23),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:34,Not latest view,BR (Brazil)
Luli😁,2021-02-21 01:35:26,00:02:06,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 2: Jake and Sophia (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:07,Not latest view,BR (Brazil)
Luli😁,2021-02-21 00:45:15,00:21:28,,Brooklyn Nine-Nine: Season 2: The Mole (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:41,Not latest view,BR (Brazil)
Luli😁,2021-02-21 00:43:09,00:02:03,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 2: Halloween II (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:18,Not latest view,BR (Brazil)
Luli😁,2021-02-21 00:20:03,00:21:25,,Brooklyn Nine-Nine: Season 2: The Jimmy Jab Games (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:40,Not latest view,BR (Brazil)
Luli😁,2021-02-21 00:18:35,00:01:25,,Brooklyn Nine-Nine: Season 6: Gintars (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:25,Not latest view,BR (Brazil)
Luli😁,2021-02-21 00:17:50,00:00:03,,Brooklyn Nine-Nine: Season 5: White Whale (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:37,Not latest view,BR (Brazil)
Luli😁,2021-02-20 02:54:02,00:00:30,,Brooklyn Nine-Nine: Season 5: White Whale (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:30,Not latest view,BR (Brazil)
Luli😁,2021-02-20 02:52:43,00:01:11,,Brooklyn Nine-Nine: Season 5: Show Me Going (Episode 20),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:17,Not latest view,BR (Brazil)
Luli😁,2021-02-20 02:51:17,00:01:21,,Brooklyn Nine-Nine: Season 5: Bachelor/ette Party (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:21,Not latest view,BR (Brazil)
Luli😁,2021-02-20 02:51:06,00:00:06,,Brooklyn Nine-Nine: Season 5: Gray Star Mutual (Episode 18),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,Not latest view,BR (Brazil)
Luli😁,2021-02-20 02:50:45,00:00:01,,Riverdale: Season 2: Chapter Thirty-Five: Brave New World (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:53,Not latest view,BR (Brazil)
Luli😁,2021-02-20 02:14:45,00:31:23,,Riverdale: Season 2: Chapter Thirty-Four: Judgment Night (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:54,Not latest view,BR (Brazil)
Luli😁,2021-02-20 02:14:33,00:00:09,,Riverdale: Season 2: Chapter Thirty-Five: Brave New World (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:54,Not latest view,BR (Brazil)
Luli😁,2021-02-20 02:14:19,00:00:12,,Riverdale: Season 3: Chapter Thirty-Seven: Fortune and Men's Eyes (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:10:39,Not latest view,BR (Brazil)
Luli😁,2021-02-20 00:38:50,00:43:56,,Riverdale: Season 3: Chapter Thirty-Six: Labor Day (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:54,Not latest view,BR (Brazil)
Luli😁,2021-02-19 23:55:51,00:41:08,,Riverdale: Season 2: Chapter Thirty-Five: Brave New World (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:53,Not latest view,BR (Brazil)
Luli😁,2021-02-19 23:55:16,00:00:33,,Riverdale: Season 4: Chapter Fifty-Eight: In Memoriam (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:33,Not latest view,BR (Brazil)
Luli😁,2021-02-19 23:51:42,00:03:34,,Riverdale: Season 3: Chapter Fifty-Seven: Survive the Night (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:59,Not latest view,BR (Brazil)
Luli😁,2021-02-19 21:58:40,00:33:18,,Riverdale: Season 3: Chapter Fifty-Seven: Survive the Night (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:38:25,Not latest view,BR (Brazil)
Luli😁,2021-02-19 21:58:24,00:00:13,,Riverdale: Season 4: Chapter Seventy-Six: Killing Mr. Honey (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,Not latest view,BR (Brazil)
Luli😁,2021-02-19 21:50:47,00:07:07,,Riverdale: Season 4: Chapter Seventy-Six: Killing Mr. Honey (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:29,Not latest view,BR (Brazil)
Luli😁,2021-02-19 21:50:29,00:00:04,,Brooklyn Nine-Nine: Season 5: Gray Star Mutual (Episode 18),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,BR (Brazil)
Luli😁,2021-02-19 21:37:03,00:13:24,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: DFW (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:33,Not latest view,BR (Brazil)
Luli😁,2021-02-19 21:21:39,00:11:58,,Brooklyn Nine-Nine: Season 5: NutriBoom (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:05,Not latest view,BR (Brazil)
Luli😁,2021-02-19 19:31:41,00:08:51,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: NutriBoom (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,00:09:07,Not latest view,BR (Brazil)
Luli😁,2021-02-19 19:10:06,00:21:34,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: The Puzzle Master (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:35,Not latest view,BR (Brazil)
Luli😁,2021-02-19 19:03:05,00:06:57,,Brooklyn Nine-Nine: Season 5: The Box (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:58,Not latest view,BR (Brazil)
Luli😁,2021-02-19 18:55:33,00:07:24,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: Safe House (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:13,Not latest view,BR (Brazil)
Luli😁,2021-02-19 18:33:54,00:21:38,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: The Favor (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:39,Not latest view,BR (Brazil)
Luli😁,2021-02-19 18:04:12,00:21:33,,Brooklyn Nine-Nine: Season 5: Game Night (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:38,Not latest view,BR (Brazil)
Luli😁,2021-02-19 18:01:05,00:02:19,,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 1 (Episode 1)",,Netflix Chrome MAC (Cadmium) HTML 5,00:09:03,Not latest view,BR (Brazil)
Luli😁,2021-02-19 17:56:36,00:03:35,,Brooklyn Nine-Nine: Season 5: Return to Skyfire (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:40,Not latest view,BR (Brazil)
Luli😁,2021-02-19 01:19:31,00:15:06,,Brooklyn Nine-Nine: Season 5: Return to Skyfire (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:16:05,Not latest view,BR (Brazil)
Luli😁,2021-02-19 01:08:58,00:07:40,,Riverdale: Season 4: Chapter Seventy-Six: Killing Mr. Honey (Episode 19),,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,00:34:06,Not latest view,BR (Brazil)
Luli😁,2021-02-19 00:28:16,00:34:08,,Riverdale: Season 4: Chapter Seventy-Five: Lynchian (Episode 18),,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,00:41:47,Not latest view,BR (Brazil)
Luli😁,2021-02-19 00:28:05,00:00:01,,Riverdale: Season 4: Chapter Seventy-Six: Killing Mr. Honey (Episode 19),,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,00:22:55,Not latest view,BR (Brazil)
Luli😁,2021-02-19 00:16:40,00:09:58,,Riverdale: Season 4: Chapter Seventy-Six: Killing Mr. Honey (Episode 19),,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,00:22:53,Not latest view,BR (Brazil)
Luli😁,2021-02-19 00:13:47,00:00:58,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 5: Return to Skyfire (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:59,Not latest view,BR (Brazil)
Luli😁,2021-02-19 00:05:29,00:08:17,,Brooklyn Nine-Nine: Season 5: Two Turkeys (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:39,Not latest view,BR (Brazil)
Luli😁,2021-02-18 22:38:44,00:13:06,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: Two Turkeys (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:13:22,Not latest view,BR (Brazil)
Luli😁,2021-02-18 22:16:20,00:21:28,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: The Venue (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:37,Not latest view,BR (Brazil)
Luli😁,2021-02-18 22:10:12,00:01:57,,Brooklyn Nine-Nine: Season 5: Bad Beat (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:39,Not latest view,BR (Brazil)
Luli😁,2021-02-18 20:29:37,00:01:13,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: Bad Beat (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:14,Not latest view,BR (Brazil)
Luli😁,2021-02-18 20:20:07,00:09:29,,Brooklyn Nine-Nine: Season 5: HalloVeen (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,Not latest view,BR (Brazil)
Luli😁,2021-02-18 19:09:46,00:10:12,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: HalloVeen (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:49,Not latest view,BR (Brazil)
Luli😁,2021-02-18 18:41:24,00:21:32,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: Kicks (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:33,Not latest view,BR (Brazil)
Luli😁,2021-02-18 18:35:17,00:06:04,Autoplayed: user action: Unspecified; ,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 2 (Episode 2)",,Netflix Chrome MAC (Cadmium) HTML 5,00:21:53,Not latest view,BR (Brazil)
Luli😁,2021-02-18 18:14:00,00:21:16,Autoplayed: user action: None; ,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 1 (Episode 1)",,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,Not latest view,BR (Brazil)
Luli😁,2021-02-18 17:52:51,00:21:07,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Crime & Punishment (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:08,Not latest view,BR (Brazil)
Luli😁,2021-02-18 17:31:29,00:21:21,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: The Bank Job (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:33,Not latest view,BR (Brazil)
Luli😁,2021-02-18 17:10:12,00:21:15,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: The Slaughterhouse (Episode 20),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:16,Not latest view,BR (Brazil)
Luli😁,2021-02-18 16:54:23,00:15:22,,Brooklyn Nine-Nine: Season 4: Your Honor (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:40,Not latest view,BR (Brazil)
Luli😁,2021-02-18 00:58:17,00:00:07,,Invisible City: Season 1: Cuca Will Come After You (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:07,00:00:07,BR (Brazil)
Luli😁,2021-02-18 00:56:12,00:06:07,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Your Honor (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:06:18,Not latest view,BR (Brazil)
Luli😁,2021-02-18 00:34:43,00:21:28,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Chasing Amy (Episode 18),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:41,Not latest view,BR (Brazil)
Luli😁,2021-02-18 00:32:11,00:02:29,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Cop-Con (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:42,Not latest view,BR (Brazil)
Luli😁,2021-02-18 00:29:18,00:28:31,Autoplayed: user action: Unspecified; ,Invisible City: Season 1: It's Much Bigger Than Us (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:29:13,00:29:13,BR (Brazil)
Luli😁,2021-02-18 00:15:51,00:16:19,,Brooklyn Nine-Nine: Season 4: Moo Moo (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:00,Not latest view,BR (Brazil)
Luli😁,2021-02-18 00:04:59,00:04:41,,Brooklyn Nine-Nine: Season 4: Moo Moo (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,00:04:41,Not latest view,BR (Brazil)
Luli😁,2021-02-18 00:04:18,00:00:38,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: The Last Ride (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:38,Not latest view,BR (Brazil)
Luli😁,2021-02-18 00:02:21,00:26:53,,Invisible City: Season 1: Childish Things (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:27:35,00:27:35,BR (Brazil)
Luli😁,2021-02-17 23:47:40,00:16:35,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Serve & Protect (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:35,Not latest view,BR (Brazil)
Luli😁,2021-02-17 23:31:03,00:31:10,,Invisible City: Season 1: You Will Not Believe Me (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:31:46,00:31:46,BR (Brazil)
Luli😁,2021-02-17 23:25:49,00:21:35,,Brooklyn Nine-Nine: Season 4: The Audit (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:41,Not latest view,BR (Brazil)
Luli😁,2021-02-17 23:25:31,00:00:16,,Brooklyn Nine-Nine: Season 4: The Fugitive: Part 2 (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:43,Not latest view,BR (Brazil)
Luli😁,2021-02-17 23:21:03,00:02:23,Autoplayed: user action: Unspecified; ,Invisible City: Season 1: Wish You Were Here (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:23,00:02:23,BR (Brazil)
Luli😁,2021-02-17 23:16:12,00:00:04,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: The Audit (Episode 13),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Luli😁,2021-02-17 22:29:09,00:13:40,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 4: The Fugitive: Part 2 (Episode 12),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:41,Not latest view,BR (Brazil)
Luli😁,2021-02-17 21:08:23,00:08:17,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 4: The Fugitive: Part 2 (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:03,Not latest view,BR (Brazil)
Luli😁,2021-02-17 20:48:16,00:20:06,,Brooklyn Nine-Nine: Season 4: The Fugitive: Part 1 (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:21,Not latest view,BR (Brazil)
Luli😁,2021-02-17 20:48:02,00:00:12,,Brooklyn Nine-Nine: Season 4: Captain Latvia (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:12,Not latest view,BR (Brazil)
Luli😁,2021-02-17 20:47:18,00:00:40,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: The Overmining (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:56,Not latest view,BR (Brazil)
